bike_point_id,name,latitude,longitude,num_bikes,num_empty_docks,num_docks,installed,locked
BikePoints_337,"Pembridge Villas, Notting Hill",51.511084,-0.197524,11,5,16,True,False
BikePoints_338,"Wellington Street , Strand",51.511756,-0.119643,0,21,24,True,False
BikePoints_340,"Bank of England Museum, Bank",51.514441,-0.087587,0,11,16,True,False
BikePoints_341,"Craven Street, Strand",51.508103,-0.126021,10,6,23,True,False
BikePoints_343,"London Zoo Car Park, The Regent's Park",51.536922,-0.150181,26,9,36,True,False
BikePoints_344,"Goswell Road (City Uni), Finsbury",51.528246,-0.101026,10,4,17,True,False
BikePoints_345,"Flood Street, Chelsea",51.488023,-0.166878,16,15,33,True,False
BikePoints_348,"Grosvenor Square, Mayfair",51.51217,-0.150481,3,6,17,True,False
BikePoints_349,"St. George Street, Mayfair",51.51196,-0.142783,0,18,18,True,False
BikePoints_350,"Queen's Gate, Kensington Gardens",51.501715,-0.179854,8,9,21,True,False
BikePoints_351,"Macclesfield Rd, St Lukes",51.529423,-0.097122,21,0,28,True,False
BikePoints_352,"Vauxhall Street, Vauxhall",51.486965,-0.116625,17,0,19,True,False
BikePoints_353,"Greycoat Street , Westminster",51.494591,-0.134234,7,9,17,True,False
BikePoints_354,"Northumberland Avenue, Strand",51.506767,-0.123702,18,14,37,True,False
BikePoints_355,"Clapham Common Station, Clapham Common",51.461388,-0.139221,14,4,21,True,False
BikePoints_356,"South Kensington Station, South Kensington",51.494412,-0.173881,0,14,15,True,False
BikePoints_357,"Howland Street, Fitzrovia",51.520994,-0.139016,2,24,30,True,False
BikePoints_358,"High Holborn , Covent Garden",51.516398,-0.124257,3,13,20,True,False
BikePoints_359,"Butler Place, Westminster",51.497829,-0.13544,2,15,18,True,False
BikePoints_360,"Howick Place, Westminster",51.496753,-0.138733,3,18,27,True,False
BikePoints_361,"Waterloo Station 2, Waterloo",51.503919,-0.113426,42,6,48,True,False
BikePoints_362,"Royal College Street, Camden Town",51.536264,-0.133952,48,7,57,True,False
BikePoints_363,"Lord's, St. John's Wood",51.529121,-0.171185,1,21,24,True,False
BikePoints_364,"Store Street, Bloomsbury",51.519572,-0.13214,3,25,32,True,False
BikePoints_365,"City Road, Angel",51.530344,-0.100168,21,23,47,True,False
BikePoints_366,"Millennium Hotel, Mayfair",51.510919,-0.151126,20,4,27,True,False
BikePoints_367,"Harrowby Street, Marylebone",51.517372,-0.164207,10,5,16,True,False
BikePoints_368,"Harriet Street, Knightsbridge",51.500241,-0.15934,12,9,25,True,False
BikePoints_370,"Paddington Green, Paddington",51.520205,-0.174593,6,14,20,True,False
BikePoints_371,"King Edward Walk, Waterloo",51.49775,-0.10988,10,10,22,True,False
BikePoints_372,"Sardinia Street, Holborn",51.515208,-0.117863,1,22,24,True,False
BikePoints_373,"Prince Consort Road, Knightsbridge",51.499806,-0.176415,0,17,18,True,False
BikePoints_374,"Waterloo Station 1, Waterloo",51.504027,-0.113864,30,1,36,True,False
BikePoints_375,"Kensington Town Hall, Kensington",51.501945,-0.194392,5,12,18,True,False
BikePoints_376,"Millbank Tower, Pimlico",51.491884,-0.125674,8,12,24,True,False
BikePoints_377,"Waterloo Bridge, South Bank",51.505354,-0.113656,13,1,15,True,False
BikePoints_378,"Natural History Museum, South Kensington",51.495592,-0.179077,0,42,42,True,False
BikePoints_379,"Turquoise Island, Notting Hill",51.514311,-0.200838,8,9,21,True,False
BikePoints_380,"Stanhope Gate, Mayfair",51.506864,-0.150666,18,3,21,True,False
BikePoints_381,"Charlotte Street, Fitzrovia",51.51953,-0.135777,6,6,14,True,False
BikePoints_382,"Farm Street, Mayfair",51.509351,-0.147449,0,12,15,True,False
BikePoints_383,"Frith Street, Soho",51.513103,-0.131213,4,12,18,True,False
BikePoints_384,"Marloes Road, Kensington",51.496481,-0.192404,7,6,15,True,False
BikePoints_386,"Moor Street, Soho",51.513527,-0.13011,9,6,16,True,False
BikePoints_387,"Fire Brigade Pier, Vauxhall",51.493699,-0.121394,18,11,30,True,False
BikePoints_388,"Southampton Street, Strand",51.510701,-0.121723,1,12,14,True,False
BikePoints_389,"Upper Grosvenor Street, Mayfair",51.51013,-0.155757,15,1,18,True,False
BikePoints_390,"Buxton Street 1, Shoreditch",51.521776,-0.068856,10,30,41,True,False
BikePoints_391,"Clifford Street, Mayfair",51.510662,-0.142345,0,15,17,True,False
BikePoints_392,"Imperial College, Knightsbridge",51.499428,-0.179702,0,29,33,True,False
BikePoints_393,"Snow Hill, Farringdon",51.517334,-0.103604,0,9,15,True,False
BikePoints_394,"Aberdeen Place, St. John's Wood",51.524826,-0.176268,4,13,18,True,False
BikePoints_395,"Cadogan Gardens, Chelsea",51.492462,-0.159919,9,5,15,True,False
BikePoints_396,"Shouldham Street, Marylebone",51.51809,-0.163609,3,12,16,True,False
BikePoints_397,"Devonshire Terrace, Bayswater",51.51348,-0.17977,15,0,16,True,False
BikePoints_398,"Holland Park, Kensington",51.502319,-0.200742,5,22,30,True,False
BikePoints_399,"Brick Lane Market, Shoreditch",51.522617,-0.071653,3,18,24,True,False
BikePoints_400,"George Street, Marylebone",51.517703,-0.154106,9,17,27,True,False
BikePoints_401,"Columbia Road, Shoreditch",51.528187,-0.075375,19,5,24,True,False
BikePoints_402,"Penfold Street, Marylebone",51.522892,-0.171681,9,5,15,True,False
BikePoints_403,"George Place Mews, Marylebone",51.516892,-0.158249,4,9,16,True,False
BikePoints_404,"Palace Gate, Kensington Gardens",51.502042,-0.1844,11,0,13,True,False
BikePoints_408,"Sun Street, Liverpool Street",51.520009,-0.083935,1,22,24,True,False
BikePoints_409,"Strata, Elephant & Castle",51.493146,-0.099828,33,7,41,True,False
BikePoints_410,"Edgware Road Station, Marylebone",51.519968,-0.169774,0,32,34,True,False
BikePoints_411,"Rotherhithe Roundabout, Rotherhithe",51.499169,-0.055846,14,5,19,True,False
BikePoints_412,"Cleaver Street, Kennington",51.488105,-0.110121,13,2,17,True,False
BikePoints_419,"Chelsea Bridge, Pimlico",51.485821,-0.149004,4,9,15,True,False
BikePoints_421,"Southwark Station 2, Southwark",51.504044,-0.104778,16,27,45,True,False
BikePoints_423,"Eaton Square (South), Belgravia",51.494561,-0.153933,7,24,31,True,False
BikePoints_424,"Ebury Bridge, Pimlico",51.490491,-0.149186,12,15,29,True,False
BikePoints_425,"Camley Street, Camden Town",51.53792,-0.130529,5,13,18,True,False
BikePoints_426,"Vincent Street, Pimlico",51.493072,-0.129925,16,1,17,True,False
BikePoints_427,"Cheapside, Bank",51.51397,-0.09294,12,25,43,True,False
BikePoints_428,"Exhibition Road, Knightsbridge",51.499917,-0.174554,0,17,20,True,False
BikePoints_430,"South Parade, Chelsea",51.48902,-0.17524,11,4,18,True,False
BikePoints_431,"Crinan Street, King's Cross",51.534474,-0.122203,6,13,20,True,False
BikePoints_432,"Exhibition Road Museums 1, South Kensington",51.496468,-0.173796,0,12,13,True,False
BikePoints_433,"Wren Street, Holborn",51.524564,-0.116279,12,18,33,True,False
BikePoints_435,"Kennington Station, Kennington",51.488852,-0.105593,12,8,23,True,False
BikePoints_436,"Red Lion Street, Holborn",51.51824,-0.11655,2,30,36,True,False
BikePoints_437,"Vauxhall Walk, Vauxhall",51.488124,-0.120903,9,18,27,True,False
BikePoints_439,"Killick Street, King's Cross",51.5338,-0.118677,8,12,22,True,False
BikePoints_440,"Kennington Oval, Oval",51.483145,-0.113134,8,23,33,True,False
BikePoints_441,"Sail Street, Vauxhall",51.495656,-0.114605,4,18,24,True,False
BikePoints_442,"Walmer Road, Avondale",51.510101,-0.211358,15,9,24,True,False
BikePoints_443,"Philpot Street, Whitechapel",51.515256,-0.058641,25,3,30,True,False
BikePoints_444,"Bethnal Green Garden, Bethnal Green",51.52568,-0.055312,9,11,24,True,False
BikePoints_445,"Cheshire Street, Bethnal Green",51.52388,-0.065076,21,7,28,True,False
BikePoints_446,"York Hall, Bethnal Green",51.528936,-0.055894,18,8,27,True,False
BikePoints_447,"Jubilee Crescent, Cubitt Town",51.493381,-0.007542,14,35,54,True,False
BikePoints_448,"Fisherman's Walk West, Canary Wharf",51.50623,-0.02296,27,3,36,True,False
BikePoints_449,"Shadwell Station, Shadwell",51.511088,-0.057159,22,8,35,True,False
BikePoints_450,"Jubilee Street, Stepney",51.515975,-0.053177,17,6,28,True,False
BikePoints_451,"Hermitage Court, Wapping",51.504719,-0.063531,5,9,16,True,False
BikePoints_452,"St. Katharine's Way, Tower",51.505697,-0.070542,3,19,24,True,False
BikePoints_453,"Garnet Street, Shadwell",51.508447,-0.055167,11,12,24,True,False
BikePoints_454,"Napier Avenue, Millwall",51.487679,-0.021582,6,14,20,True,False
BikePoints_455,"East Ferry Road, Cubitt Town",51.49447,-0.014409,12,5,17,True,False
BikePoints_456,"Albert Street, Camden Town",51.537706,-0.144801,14,10,26,True,False
BikePoints_457,"Castlehaven Road, Camden Town",51.542138,-0.145393,18,7,29,True,False
BikePoints_458,"Wapping Lane, Wapping",51.504749,-0.057544,17,8,28,True,False
BikePoints_459,"Gunmakers Lane, Old Ford",51.535179,-0.03338,7,8,17,True,False
BikePoints_460,"Burdett Road, Mile End",51.516196,-0.029138,22,6,33,True,False
BikePoints_461,"Aston Street, Stepney",51.516,-0.038775,9,13,26,True,False
BikePoints_462,"Bonny Street, Camden Town",51.541603,-0.138853,25,17,45,True,False
BikePoints_463,"Thurtle Road, Haggerston",51.534776,-0.071881,9,12,22,True,False
BikePoints_464,"St. Mary & St. Michael Church, Stepney",51.51417,-0.052099,19,5,25,True,False
BikePoints_465,"Pitfield Street North,Hoxton",51.53558,-0.08249,24,2,28,True,False
BikePoints_466,"Whiston Road, Haggerston",51.534464,-0.076341,6,13,21,True,False
BikePoints_467,"Southern Grove, Bow",51.523538,-0.030556,11,5,17,True,False
BikePoints_468,"Cantrell Road, Bow",51.521564,-0.022694,11,12,24,True,False
BikePoints_469,"Lindfield Street, Poplar",51.513757,-0.020467,30,12,44,True,False
BikePoints_470,"Mostyn Grove, Bow",51.530535,-0.025492,14,29,46,True,False
BikePoints_471,"Hewison Street, Old Ford",51.533283,-0.028155,8,7,19,True,False
BikePoints_472,"Malmesbury Road, Bow",51.529452,-0.027616,3,18,21,True,False
BikePoints_473,"Millharbour, Millwall",51.496137,-0.019355,8,10,19,True,False
BikePoints_474,"Gascoyne Road, Victoria Park",51.541515,-0.038557,16,1,20,True,False
BikePoints_475,"Lightermans Road, Millwall",51.499041,-0.020157,13,15,31,True,False
BikePoints_476,"Stebondale Street, Cubitt Town",51.489096,-0.009205,23,4,29,True,False
BikePoints_477,"Spindrift Avenue, Millwall",51.49109,-0.018716,22,11,36,True,False
BikePoints_478,"Stepney Green Station, Stepney",51.521889,-0.04667,16,4,21,True,False
BikePoints_479,"Pott Street, Bethnal Green",51.527152,-0.058005,14,3,20,True,False
BikePoints_480,"Flamborough Street, Limehouse",51.512871,-0.038986,10,11,25,True,False
BikePoints_481,"Saunders Ness Road, Cubitt Town",51.487129,-0.009001,14,12,35,True,False
BikePoints_482,"Exhibition Road Museums 2, South Kensington",51.495947,-0.173689,0,13,14,True,False
BikePoints_483,"Albert Gardens, Stepney",51.51328,-0.047784,8,25,33,True,False
BikePoints_484,"Bromley High Street, Bow",51.528828,-0.013258,11,8,24,True,False
BikePoints_485,"Old Ford Road, Bethnal Green",51.531127,-0.048017,11,12,24,True,False
BikePoints_486,"Granby Street, Shoreditch",51.525645,-0.069543,26,7,37,True,False
BikePoints_487,"Canton Street, Poplar",51.511811,-0.025626,6,16,23,True,False
BikePoints_488,"Reardon Street, Wapping",51.506946,-0.058681,18,1,22,True,False
BikePoints_489,"Christian Street, Whitechapel",51.513074,-0.064094,14,14,34,True,False
BikePoints_490,"Pennington Street, Wapping",51.508622,-0.065006,16,27,45,True,False
BikePoints_491,"Queen Mary's, Mile End",51.522507,-0.041378,28,9,45,True,False
BikePoints_494,"South Quay East, Canary Wharf",51.50196,-0.016251,26,10,36,True,False
BikePoints_495,"Bow Church Station, Bow",51.528169,-0.018703,17,20,39,True,False
BikePoints_496,"Devons Road, Bow",51.52512,-0.015578,23,14,39,True,False
BikePoints_497,"Merchant Street, Bow",51.526578,-0.027581,7,19,27,True,False
BikePoints_498,"Bow Road Station, Bow",51.527058,-0.025296,0,42,42,True,False
BikePoints_499,"Furze Green, Bow",51.519265,-0.021345,31,1,36,True,False
BikePoints_500,"Ansell House, Stepney",51.520019,-0.05438,15,22,41,True,False
BikePoints_501,"Cephas Street, Bethnal Green",51.522561,-0.054883,12,12,24,True,False
BikePoints_502,"Bonner Gate, Victoria Park",51.53341,-0.049591,0,18,21,True,False
BikePoints_503,"Cleveland Way, Stepney",51.520893,-0.051394,29,4,36,True,False
BikePoints_504,"St. John's Park, Cubitt Town",51.496454,-0.009506,12,17,30,True,False
BikePoints_505,"Ackroyd Drive, Bow",51.520398,-0.026768,18,7,29,True,False
BikePoints_506,"Bell Lane, Liverpool Street",51.517475,-0.075855,8,14,23,True,False
BikePoints_507,"Clarkson Street, Bethnal Green",51.528692,-0.059091,13,14,31,True,False
BikePoints_508,"Fournier Street, Whitechapel",51.519362,-0.074431,6,8,18,True,False
BikePoints_509,"Fore Street Avenue, Guildhall",51.517842,-0.090075,0,19,19,True,False
BikePoints_510,"Westferry DLR, Limehouse",51.509303,-0.025996,27,11,41,True,False
BikePoints_511,"Sutton Street, Shadwell",51.511066,-0.053558,4,23,33,True,False
BikePoints_513,"Watney Market, Stepney",51.514222,-0.055656,37,13,51,True,False
BikePoints_514,"Portman Square, Marylebone",51.516204,-0.155525,0,12,17,True,False
BikePoints_515,"Russell Gardens, Olympia",51.500088,-0.211316,3,20,24,True,False
BikePoints_516,"Chrisp Street Market, Poplar",51.5112,-0.014438,12,4,18,True,False
BikePoints_517,"Ford Road, Old Ford",51.532513,-0.033085,6,9,18,True,False
BikePoints_518,"Antill Road, Mile End",51.528224,-0.037471,12,16,30,True,False
BikePoints_519,"Teviot Street, Poplar",51.518811,-0.011662,7,25,33,True,False
BikePoints_520,"Bancroft Road, Bethnal Green",51.526041,-0.047218,11,8,21,True,False
BikePoints_521,"Driffield Road, Old Ford",51.534137,-0.037366,13,5,19,True,False
BikePoints_522,"Clinton Road, Mile End",51.525941,-0.036017,30,4,36,True,False
BikePoints_523,"Langdon Park, Poplar",51.51549,-0.013475,7,15,24,True,False
BikePoints_524,"Lancaster Gate , Bayswater",51.511654,-0.179668,20,16,38,True,False
BikePoints_525,"Blythe Road, Olympia",51.496927,-0.2135,9,14,24,True,False
BikePoints_526,"Lancaster Drive, Blackwall",51.503143,-0.008428,19,8,27,True,False
BikePoints_527,"Hansard Mews, Holland Park",51.503802,-0.215808,7,11,20,True,False
BikePoints_528,"Clarges Street, Mayfair",51.507326,-0.145827,1,12,16,True,False
BikePoints_529,"Manresa Road, Chelsea",51.486892,-0.170983,2,14,18,True,False
BikePoints_530,"Newby Place, Poplar",51.508896,-0.012413,17,0,18,True,False
BikePoints_531,"Twig Folly Bridge, Mile End",51.530326,-0.042744,5,16,21,True,False
BikePoints_532,"Jubilee Plaza, Canary Wharf",51.5034,-0.020242,36,20,63,True,False
BikePoints_533,"Wellington Row, Bethnal Green",51.528222,-0.069743,19,11,33,True,False
BikePoints_534,"Goldsmith's Row, Haggerston",51.531864,-0.066035,6,19,27,True,False
BikePoints_535,"Gloucester Avenue, Camden Town",51.537349,-0.147154,12,12,24,True,False
BikePoints_536,"Queensbridge Road, Haggerston",51.53385,-0.06992,10,25,35,True,False
BikePoints_537,"Old Montague Street, Whitechapel",51.51793,-0.067937,8,7,18,True,False
BikePoints_538,"Naval Row, Blackwall",51.508981,-0.00699,16,4,21,True,False
BikePoints_539,"Hoxton Station, Hoxton",51.531091,-0.075901,21,0,22,True,False
BikePoints_541,"Green Park Station, Mayfair",51.506613,-0.142844,0,24,28,True,False
BikePoints_542,"Salmon Lane, Limehouse",51.514115,-0.033828,11,20,33,True,False
BikePoints_543,"Lansdowne Walk, Ladbroke Grove",51.509591,-0.204666,5,15,21,True,False
BikePoints_544,"Percival Street, Finsbury",51.526153,-0.102208,18,2,22,True,False
BikePoints_545,"Arlington Road, Camden Town",51.539957,-0.145246,15,7,24,True,False
BikePoints_546,"New Fetter Lane, Holborn",51.517428,-0.107987,2,16,21,True,False
BikePoints_547,"East India DLR, Blackwall",51.509474,-0.002275,16,34,51,True,False
BikePoints_548,"Westminster Bridge Road, Elephant & Castle",51.498386,-0.107913,12,14,26,True,False
BikePoints_549,"Gaywood  Street, Elephant & Castle",51.49605,-0.104193,37,6,45,True,False
BikePoints_550,"Harford Street, Mile End",51.521564,-0.039264,0,23,23,True,False
BikePoints_551,"Import Dock, Canary Wharf",51.505772,-0.01646,6,26,39,True,False
BikePoints_552,"Watney Street, Shadwell",51.511542,-0.056667,3,22,27,True,False
BikePoints_553,"Regent's Row , Haggerston",51.535678,-0.062546,14,7,24,True,False
BikePoints_554,"Aberfeldy Street, Poplar",51.513548,-0.005659,10,6,16,True,False
BikePoints_556,"Heron Quays DLR, Canary Wharf",51.502661,-0.021596,18,6,27,True,False
BikePoints_557,"King Edward Street, St Pauls",51.51601,-0.0985,5,6,20,True,False
BikePoints_558,"Page Street, Westminster",51.493978,-0.127554,4,19,24,True,False
BikePoints_559,"Abbotsbury Road, Holland Park",51.501391,-0.205991,15,9,24,True,False
BikePoints_560,"Ladbroke Grove Central, Ladbroke Grove",51.511624,-0.205921,3,18,21,True,False
BikePoints_561,"Rectory Square, Stepney",51.518369,-0.043371,8,13,22,True,False
BikePoints_562,"Bury Place, Holborn",51.51742,-0.123189,7,12,21,True,False
BikePoints_563,"Preston's Road, Cubitt Town",51.499286,-0.009152,13,8,26,True,False
BikePoints_564,"Somerset House, Strand",51.509943,-0.117619,38,2,41,True,False
BikePoints_565,"Selby Street, Whitechapel",51.521905,-0.063386,8,8,17,True,False
BikePoints_568,"Bishop's Bridge Road West, Bayswater",51.51616,-0.18697,7,7,18,True,False
BikePoints_569,"Pitfield Street Central, Hoxton",51.53213,-0.08299,22,5,30,True,False
BikePoints_570,"Upper Bank Street, Canary Wharf",51.503083,-0.017676,0,31,36,True,False
BikePoints_571,"Westfield Southern Terrace ,Shepherd's Bush",51.506256,-0.218337,20,5,29,True,False
BikePoints_572,"Greenland Road, Camden Town",51.539099,-0.141728,32,1,36,True,False
BikePoints_573,"Limerston Street, West Chelsea",51.485587,-0.18119,9,4,18,True,False
BikePoints_574,"Eagle Wharf Road, Hoxton",51.53356,-0.09315,43,1,45,True,False
BikePoints_576,"Alpha Grove, Millwall",51.497304,-0.022793,19,2,23,True,False
BikePoints_577,"Globe Town Market, Bethnal Green",51.528869,-0.047548,4,16,20,True,False
BikePoints_578,"Hollybush Gardens, Bethnal Green",51.527607,-0.057133,29,3,32,True,False
BikePoints_579,"Queen Street 2, Bank",51.511246,-0.093051,15,19,36,True,False
BikePoints_580,"Doddington Grove, Kennington",51.486929,-0.102996,19,17,36,True,False
BikePoints_581,"New Cavendish Street, Marylebone",51.519167,-0.147983,1,13,18,True,False
BikePoints_583,"Abingdon Green, Westminster",51.49764,-0.125972,1,17,20,True,False
BikePoints_584,"Ilchester Gardens, Bayswater",51.51244,-0.19096,13,5,21,True,False
BikePoints_586,"Mudchute DLR, Cubitt Town",51.490645,-0.014582,2,28,31,True,False
BikePoints_587,"Monument Street, Monument",51.50964,-0.08497,2,18,22,True,False
BikePoints_588,"Hoxton Street, Hoxton",51.52959,-0.0801,11,8,27,True,False
BikePoints_589,"Drayton Gardens, West Chelsea",51.487196,-0.179369,7,9,18,True,False
BikePoints_590,"Greenberry Street, St.John's Wood",51.53256,-0.16862,5,19,26,True,False
BikePoints_591,"Westfield Library Corner, Shepherd's Bush",51.506093,-0.224223,24,0,27,True,False
BikePoints_592,"Bishop's Bridge Road East, Bayswater",51.5171,-0.18377,3,17,20,True,False
BikePoints_593,"Northdown Street, King's Cross",51.531066,-0.11934,12,6,21,True,False
BikePoints_594,"Kingsway Southbound, Strand",51.513875,-0.117774,0,26,33,True,False
BikePoints_595,"Hammersmith Road, Hammersmith",51.493267,-0.21985,6,12,22,True,False
BikePoints_596,"Parson's Green , Parson's Green",51.472817,-0.199783,5,14,21,True,False
BikePoints_597,"Fulham Park Road, Fulham",51.473471,-0.20782,25,1,27,True,False
BikePoints_598,"Southerton Road, Hammersmith",51.494499,-0.228188,8,25,38,True,False
BikePoints_599,"Manbre Road, Hammersmith",51.485743,-0.223616,0,26,28,True,False
BikePoints_600,"South Lambeth Road, Vauxhall",51.481747,-0.124642,19,0,21,True,False
BikePoints_602,"Union Grove, Wandsworth Road",51.472993,-0.133972,22,22,45,True,False
BikePoints_603,"Caldwell Street, Stockwell",51.477839,-0.116493,33,7,44,True,False
BikePoints_604,"St Martins Close, Camden Town",51.538792,-0.138535,12,4,18,True,False
BikePoints_605,"Seymour Place, Marylebone",51.520331,-0.163667,15,13,29,True,False
BikePoints_606,"Addison Road, Holland Park",51.504199,-0.210941,7,18,26,True,False
BikePoints_607,"Putney Bridge Station, Fulham",51.468814,-0.210279,18,3,21,True,False
BikePoints_608,"Colet Gardens, Hammersmith",51.491093,-0.216493,2,27,30,True,False
BikePoints_609,"Sugden Road, Clapham",51.465123,-0.157788,10,6,19,True,False
BikePoints_610,"Danvers Street, West Chelsea",51.482567,-0.172078,7,13,21,True,False
BikePoints_611,"Princedale Road , Holland Park",51.506465,-0.208486,3,17,20,True,False
BikePoints_612,"Wandsworth Rd, Isley Court, Wandsworth Road",51.469259,-0.141812,15,12,30,True,False
BikePoints_613,"Woodstock Grove, Shepherd's Bush",51.504038,-0.2174,8,14,24,True,False
BikePoints_615,"Finlay Street, Fulham",51.476885,-0.215895,19,4,24,True,False
BikePoints_616,"Aintree Street, Fulham",51.481021,-0.209973,10,14,24,True,False
BikePoints_617,"Elysium Place, Fulham",51.471079,-0.207842,12,8,21,True,False
BikePoints_618,"Eel Brook Common, Walham Green",51.476259,-0.193254,3,19,24,True,False
BikePoints_619,"Irene Road, Parsons Green",51.473763,-0.19701,2,19,23,True,False
BikePoints_620,"Surrey Lane, Battersea",51.47518,-0.16716,18,8,26,True,False
BikePoints_621,"Wandsworth Town Station, Wandsworth",51.460864,-0.187427,17,14,33,True,False
BikePoints_622,"Lansdowne Road, Ladbroke Grove",51.507481,-0.205535,4,23,29,True,False
BikePoints_623,"Nantes Close, Wandsworth",51.46193,-0.180791,14,8,22,True,False
BikePoints_624,"Courland Grove, Wandsworth Road",51.472918,-0.132102,19,20,40,True,False
BikePoints_625,"Queen's Circus, Battersea Park",51.477619,-0.149551,12,13,28,True,False
BikePoints_626,"Normand Park, West Kensington",51.484386,-0.204815,23,0,24,True,False
BikePoints_627,"Holden Street, Battersea",51.46879,-0.15823,12,7,20,True,False
BikePoints_628,"William Morris Way, Sands End",51.468819,-0.184318,7,18,26,True,False
BikePoints_629,"Morie Street, Wandsworth",51.459953,-0.190184,14,13,28,True,False
BikePoints_630,"Clarence Walk, Stockwell",51.470732,-0.126994,15,11,28,True,False
BikePoints_631,"Battersea Park Road, Nine Elms",51.479501,-0.14177,4,20,27,True,False
BikePoints_632,"Sheepcote Lane, Battersea",51.470538,-0.163041,10,15,28,True,False
BikePoints_633,"Vereker Road, West Kensington",51.489591,-0.209378,15,16,32,True,False
BikePoints_634,"Brook Green South, Brook Green",51.494347,-0.215804,4,26,33,True,False
BikePoints_635,"Greyhound Road, Hammersmith",51.486062,-0.214428,6,30,37,True,False
BikePoints_636,"South Park, Sands End",51.467064,-0.193502,5,22,28,True,False
BikePoints_638,"Falcon Road, Clapham Junction",51.466633,-0.169821,22,2,28,True,False
BikePoints_640,"Silverthorne Road, Battersea",51.472865,-0.148059,9,18,28,True,False
BikePoints_641,"Archbishop's Park, Waterloo",51.498241,-0.117495,2,19,23,True,False
BikePoints_642,"Fawcett Close, Battersea",51.469161,-0.174485,2,27,30,True,False
BikePoints_643,"All Saints' Road, Portobello",51.519042,-0.204764,2,18,22,True,False
BikePoints_644,"Rainville Road, Hammersmith",51.483732,-0.223852,9,26,36,True,False
BikePoints_645,"Great Suffolk Street, The Borough",51.501732,-0.100292,2,18,21,True,False
BikePoints_646,"Buckingham Gate, Westminster",51.498865,-0.137424,2,12,16,True,False
BikePoints_647,"Richmond Way, Shepherd's Bush",51.500353,-0.217515,10,16,27,True,False
BikePoints_648,"Peterborough Road, Sands End",51.46904,-0.196274,8,11,20,True,False
BikePoints_649,"World's End Place, West Chelsea",51.481805,-0.180274,9,12,22,True,False
BikePoints_650,"St. Mark's Road, North Kensington",51.51687,-0.213872,18,2,21,True,False
BikePoints_651,"Thorndike Close, West Chelsea",51.480898,-0.183853,10,15,25,True,False
BikePoints_652,"Evesham Street, Avondale",51.511486,-0.21819,3,12,20,True,False
BikePoints_653,"Simpson Street, Clapham Junction",51.470847,-0.170703,14,5,25,True,False
BikePoints_654,"Ashmole Estate, Oval",51.482678,-0.117661,16,17,34,True,False
BikePoints_655,"Crabtree Lane, Fulham",51.482944,-0.219346,8,19,27,True,False
BikePoints_656,"Broomhouse Lane, Parsons Green",51.468418,-0.199135,29,0,29,True,False
BikePoints_657,"Blythe Road West, Shepherd's Bush",51.49968,-0.221791,2,18,21,True,False
BikePoints_658,"Ethelburga Estate, Battersea Park",51.477292,-0.164786,6,19,30,True,False
BikePoints_659,"Blackfriars Station, St. Paul's",51.511934,-0.103078,6,21,35,True,False
BikePoints_660,"West Kensington Station, West Kensington",51.49087,-0.206029,9,12,22,True,False
BikePoints_661,"All Saints Church, Portobello",51.51632,-0.202608,12,21,37,True,False
BikePoints_662,"Phene Street, Chelsea",51.484984,-0.167919,4,20,24,True,False
BikePoints_663,"Clarendon Road, Avondale",51.51323,-0.211593,3,21,24,True,False
BikePoints_664,"Austin Road, Battersea Park",51.474376,-0.155442,13,8,24,True,False
BikePoints_665,"Smugglers Way, Wandsworth",51.461083,-0.191722,4,21,27,True,False
BikePoints_666,"Harris Academy, Bermondsey",51.492668,-0.07235,3,13,18,True,False
BikePoints_667,"Shepherd's Bush Road North, Shepherd's Bush",51.501594,-0.222293,3,28,34,True,False
BikePoints_668,"Ravenscourt Park Station, Hammersmith",51.494223,-0.236769,11,12,26,True,False
BikePoints_669,"Teversham Lane, Stockwell",51.476149,-0.123258,22,17,39,True,False
BikePoints_670,"Ashley Crescent, Battersea",51.467185,-0.152248,12,14,28,True,False
BikePoints_671,"Parsons Green Station, Parsons Green",51.475089,-0.201968,5,51,56,True,False
BikePoints_672,"Chicheley Street, South Bank",51.502698,-0.116747,7,17,24,True,False
BikePoints_673,"Hibbert Street, Battersea",51.46517,-0.180389,16,17,36,True,False
BikePoints_674,"Carnegie Street, King's Cross",51.535467,-0.116191,27,10,40,True,False
BikePoints_675,"Usk Road, Clapham Junction",51.463489,-0.182126,11,16,30,True,False
BikePoints_676,"Hartington Road, Stockwell",51.47787,-0.126874,8,26,35,True,False
BikePoints_677,"Heath Road, Battersea",51.468669,-0.146544,24,2,27,True,False
BikePoints_678,"Esmond Street, Putney",51.462312,-0.211468,5,25,30,True,False
BikePoints_679,"Orbel Street, Battersea",51.474535,-0.17021,15,8,26,True,False
BikePoints_680,"Westbridge Road, Battersea",51.477684,-0.170329,10,14,28,True,False
BikePoints_681,"Bishop's Avenue, Fulham",51.473036,-0.214749,30,13,46,True,False
BikePoints_682,"Crisp Road, Hammersmith",51.488108,-0.226606,19,27,46,True,False
BikePoints_683,"Dorothy Road, Clapham Junction",51.465064,-0.16375,2,25,28,True,False
BikePoints_684,"Neville Gill Close, Wandsworth",51.454752,-0.195197,7,24,32,True,False
BikePoints_685,"Osiers Road, Wandsworth",51.46067,-0.198735,23,7,30,True,False
BikePoints_686,"Beryl Road, Hammersmith",51.488144,-0.222456,5,19,26,True,False
