name,latitude,longitude,transport_type
Buckhurst Hill Underground Station,51.626605,0.046757,tube_station
Buckhurst Hill Underground Station,51.626623,0.046729,tube_station
Buckhurst Hill Underground Station,51.626551,0.046711,tube_station
Bethnal Green Underground Station,51.527222,-0.055506,tube_station
Bethnal Green Underground Station,51.527054,-0.054591,tube_station
Bethnal Green,51.527171,-0.054557,tube_station
Balham Underground Station,51.443288,-0.152997,tube_station
Balham Underground Station,51.443969,-0.152265,tube_station
Balham Station,51.443943,-0.152367,tube_station
Blackhorse Road Underground Station,51.586919,-0.04115,tube_station
Blackhorse Road Underground Station,51.586858,-0.041254,tube_station
Blackhorse Road Station,51.586828,-0.041645,tube_station
Bermondsey Underground Station,51.497953,-0.063769,tube_station
Bermondsey Underground Station,51.497925,-0.063712,tube_station
Bermondsey Underground Station,51.49775,-0.063993,tube_station
Bond Street Underground Station,51.514304,-0.149723,tube_station
Bond Street Underground Station,51.514417,-0.149444,tube_station
Bond Street Underground Station,51.514736,-0.149158,tube_station
Bond Street Underground Station,51.514682,-0.14916,tube_station
Bond Street Station,51.514299,-0.149377,tube_station
Bank Underground Station,51.51342,-0.088954,tube_station
Bank Underground Station,51.513356,-0.088899,tube_station
Bank Underground Station,51.513335,-0.088712,tube_station
Bank Underground Station,51.513132,-0.090047,tube_station
Bank Underground Station,51.512314,-0.087847,tube_station
Bank Underground Station,51.51225,-0.087792,tube_station
Bank Underground Station,51.513309,-0.088339,tube_station
Borough Underground Station,51.501199,-0.09337,tube_station
Borough Underground Station,51.500985,-0.093508,tube_station
Borough Underground Station,51.500942,-0.093597,tube_station
Boston Manor Underground Station,51.495635,-0.324939,tube_station
Boston Manor Underground Station,51.49564,-0.324665,tube_station
Boston Manor Underground Station,51.495605,-0.324724,tube_station
Barons Court Underground Station,51.490311,-0.213427,tube_station
Barons Court Underground Station,51.490422,-0.2142,tube_station
Barons Court Underground Station,51.490411,-0.214114,tube_station
Barons Court Underground Station,51.49041,-0.213999,tube_station
Barons Court Underground Station,51.490399,-0.213884,tube_station
Baker Street Underground Station,51.522883,-0.15713,tube_station
Baker Street Underground Station,51.523212,-0.157506,tube_station
Baker Street Underground Station,51.523238,-0.15739,tube_station
Baker Street Underground Station,51.522276,-0.156838,tube_station
Baker Street Underground Station,51.522301,-0.156736,tube_station
Baker Street Underground Station,51.523153,-0.157696,tube_station
Baker Street Underground Station,51.523178,-0.157594,tube_station
Baker Street Underground Station,51.522851,-0.156829,tube_station
Baker Street Underground Station,51.522796,-0.156773,tube_station
Burnt Oak Underground Station,51.602774,-0.264048,tube_station
Burnt Oak Underground Station,51.602865,-0.264131,tube_station
Burnt Oak Station,51.602873,-0.264059,tube_station
Brent Cross Underground Station,51.57665,-0.213622,tube_station
Brent Cross Underground Station,51.576695,-0.213621,tube_station
Brent Cross Station,51.576703,-0.213592,tube_station
Bow Road Underground Station,51.52694,-0.025128,tube_station
Bow Road Underground Station,51.526956,-0.025041,tube_station
Bow Road Underground Station,51.526936,-0.024926,tube_station
Bayswater Underground Station,51.512284,-0.187938,tube_station
Bayswater Underground Station,51.51235,-0.188151,tube_station
Bayswater Underground Station,51.512342,-0.188209,tube_station
Brixton Underground Station,51.462618,-0.114888,tube_station
Brixton Underground Station,51.462477,-0.113987,tube_station
Belsize Park Underground Station,51.550311,-0.164648,tube_station
Belsize Park Underground Station,51.550241,-0.164766,tube_station
Belsize Park Underground Station,51.550529,-0.164783,tube_station
Chalfont & Latimer Underground Station,51.667985,-0.560689,tube_station
Chalfont & Latimer Underground Station,51.667966,-0.560647,tube_station
Chalfont & Latimer Underground Station,51.667966,-0.560632,tube_station
Caledonian Road Underground Station,51.548519,-0.118493,tube_station
Caledonian Road Underground Station,51.548754,-0.118613,tube_station
Caledonian Road Station,51.548711,-0.118168,tube_station
Chalk Farm Underground Station,51.544118,-0.153388,tube_station
Chalk Farm Underground Station,51.54421,-0.153529,tube_station
Chalk Farm Station,51.544219,-0.153528,tube_station
Covent Garden Underground Station,51.513093,-0.124436,tube_station
Covent Garden Underground Station,51.513038,-0.12438,tube_station
Covent Garden Underground Station,51.513056,-0.124336,tube_station
Canning Town Underground Station,51.513584,0.008322,tube_station
Canning Town Underground Station,51.514287,0.007704,tube_station
Canning Town Underground Station,51.514292,0.007416,tube_station
Chancery Lane Underground Station,51.518247,-0.111583,tube_station
Chancery Lane Underground Station,51.51831,-0.112143,tube_station
Chancery Lane Underground Station,51.51829,-0.112014,tube_station
Charing Cross Underground Station,51.50741,-0.127277,tube_station
Charing Cross Underground Station,51.507451,-0.128097,tube_station
Charing Cross Underground Station,51.50818,-0.125891,tube_station
Charing Cross Underground Station,51.508223,-0.125803,tube_station
Charing Cross Underground Station,51.508842,-0.125691,tube_station
Charing Cross Underground Station,51.508804,-0.125592,tube_station
Cockfosters Underground Station,51.65152,-0.149171,tube_station
Cockfosters Underground Station,51.651509,-0.149056,tube_station
Colindale Underground Station,51.595424,-0.249919,tube_station
Colindale Underground Station,51.595508,-0.250089,tube_station
Colindale Station,51.595506,-0.250003,tube_station
Clapham Common Underground Station,51.461742,-0.138317,tube_station
Clapham Common Underground Station,51.462294,-0.136841,tube_station
Clapham Common,51.462077,-0.137296,tube_station
Canons Park Underground Station,51.607701,-0.294693,tube_station
Canons Park Underground Station,51.608036,-0.294854,tube_station
Canons Park Underground Station,51.608063,-0.294867,tube_station
Clapham North Underground Station,51.465135,-0.130016,tube_station
Clapham North Underground Station,51.465727,-0.129359,tube_station
Clapham North,51.465231,-0.129811,tube_station
Clapham South Underground Station,51.452654,-0.147582,tube_station
Clapham South Underground Station,51.453346,-0.147036,tube_station
Clapham South,51.452904,-0.1475,tube_station
Colliers Wood Underground Station,51.41816,-0.178086,tube_station
Colliers Wood Underground Station,51.418664,-0.177577,tube_station
Colliers Wood Station,51.418334,-0.177763,tube_station
Chesham Underground Station,51.705242,-0.611115,tube_station
Chesham Underground Station,51.705208,-0.611247,tube_station
Cannon Street Underground Station,51.51151,-0.090432,tube_station
Cannon Street Underground Station,51.511366,-0.090423,tube_station
Cannon Street Underground Station,51.511357,-0.090424,tube_station
Camden Town Underground Station,51.539292,-0.14274,tube_station
Camden Town Underground Station,51.539297,-0.142465,tube_station
Camden Town Underground Station,51.539195,-0.142888,tube_station
Camden Town Underground Station,51.539351,-0.142478,tube_station
Camden Town Underground Station,51.53926,-0.142972,tube_station
Chigwell Underground Station,51.617916,0.075041,tube_station
Chigwell Underground Station,51.617605,0.07533,tube_station
Chigwell Underground Station,51.617567,0.075458,tube_station
Chiswick Park Underground Station,51.494627,-0.267972,tube_station
Chiswick Park Underground Station,51.494681,-0.26797,tube_station
Chiswick Park Underground Station,51.49471,-0.26807,tube_station
Canada Water Underground Station,51.497945,-0.049722,tube_station
Canada Water Underground Station,51.497954,-0.050269,tube_station
Canada Water Underground Station,51.498282,-0.049981,tube_station
Canada Water Underground Station,51.497931,-0.049405,tube_station
Croxley Underground Station,51.647044,-0.441718,tube_station
Croxley Underground Station,51.647268,-0.440988,tube_station
Croxley Underground Station,51.647295,-0.440972,tube_station
Chorleywood Underground Station,51.654358,-0.518461,tube_station
Chorleywood Underground Station,51.653835,-0.51829,tube_station
Chorleywood Underground Station,51.653798,-0.518233,tube_station
Canary Wharf Underground Station,51.503488,-0.018246,tube_station
Canary Wharf Underground Station,51.503594,-0.018141,tube_station
Canary Wharf Underground Station,51.503442,-0.018723,tube_station
Debden Underground Station,51.645386,0.083782,tube_station
Debden Underground Station,51.64519,0.084221,tube_station
Debden Underground Station,51.645112,0.08403,tube_station
Dagenham East Underground Station,51.544096,0.166017,tube_station
Dagenham East Underground Station,51.544135,0.165384,tube_station
Dagenham East Underground Station,51.54415,0.165514,tube_station
Dagenham Heathway Underground Station,51.541639,0.147527,tube_station
Dagenham Heathway Underground Station,51.541639,0.146546,tube_station
Dagenham Heathway Underground Station,51.541513,0.146555,tube_station
Dollis Hill Underground Station,51.551955,-0.239068,tube_station
Dollis Hill Underground Station,51.55203,-0.238661,tube_station
Dollis Hill Station,51.551985,-0.238663,tube_station
Elephant & Castle Underground Station,51.494536,-0.100606,tube_station
Elephant & Castle Underground Station,51.49581,-0.100985,tube_station
Elephant & Castle Underground Station,51.495865,-0.101069,tube_station
Elephant & Castle Underground Station,51.495065,-0.100512,tube_station
Elephant & Castle Underground Station,51.495011,-0.100529,tube_station
Eastcote Underground Station,51.576506,-0.397373,tube_station
Eastcote Underground Station,51.576594,-0.396519,tube_station
Eastcote Underground Station,51.576594,-0.396576,tube_station
East Acton Underground Station,51.516612,-0.247248,tube_station
East Acton Underground Station,51.517124,-0.247877,tube_station
East Acton Underground Station,51.517143,-0.247891,tube_station
Ealing Broadway Underground Station,51.515017,-0.301457,tube_station
Ealing Broadway Underground Station,51.515215,-0.301493,tube_station
Ealing Broadway Underground Station,51.515213,-0.301349,tube_station
Ealing Broadway Underground Station,51.515203,-0.301234,tube_station
Ealing Broadway Underground Station,51.5152,-0.301075,tube_station
Ealing Common Underground Station,51.51014,-0.288265,tube_station
Ealing Common Underground Station,51.509996,-0.288213,tube_station
Ealing Common Underground Station,51.509959,-0.288185,tube_station
Earl's Court Underground Station,51.492063,-0.193378,tube_station
Earl's Court Underground Station,51.491773,-0.193836,tube_station
Earl's Court Underground Station,51.491835,-0.193776,tube_station
Earl's Court Underground Station,51.491718,-0.193752,tube_station
Earl's Court Underground Station,51.49178,-0.193663,tube_station
East Finchley Underground Station,51.587131,-0.165012,tube_station
East Finchley Underground Station,51.587256,-0.164963,tube_station
East Finchley Underground Station,51.587293,-0.16502,tube_station
Edgware Underground Station,51.613653,-0.274928,tube_station
Edgware Underground Station,51.613537,-0.275004,tube_station
East Ham Underground Station,51.538948,0.051186,tube_station
East Ham Underground Station,51.539335,0.052169,tube_station
East Ham Underground Station,51.539361,0.052271,tube_station
Embankment Underground Station,51.507058,-0.122666,tube_station
Embankment Underground Station,51.506603,-0.122886,tube_station
Embankment Underground Station,51.506583,-0.122772,tube_station
Embankment Underground Station,51.507061,-0.122291,tube_station
Embankment Underground Station,51.506998,-0.122308,tube_station
Embankment Underground Station,51.507263,-0.122542,tube_station
Embankment Underground Station,51.50729,-0.122541,tube_station
Epping Underground Station,51.69368,0.113767,tube_station
Epping Underground Station,51.693509,0.113774,tube_station
Epping Underground Station,51.693438,0.113727,tube_station
Elm Park Underground Station,51.549775,0.19864,tube_station
Elm Park Underground Station,51.549633,0.19758,tube_station
Elm Park Station,51.54957,0.197577,tube_station
East Putney Underground Station,51.459205,-0.211,tube_station
East Putney Underground Station,51.458732,-0.211249,tube_station
East Putney Underground Station,51.458669,-0.211266,tube_station
Edgware Road (Bakerloo) Underground Station,51.520299,-0.17015,tube_station
Edgware Road (Bakerloo) Underground Station,51.520454,-0.170273,tube_station
Edgware Road (Bakerloo) Underground Station,51.520488,-0.170185,tube_station
Edgware Road (Circle Line) Underground Station,51.519858,-0.167832,tube_station
Edgware Road (Circle Line) Underground Station,51.519803,-0.167748,tube_station
Edgware Road (Circle Line) Underground Station,51.519803,-0.167734,tube_station
Edgware Road (Circle Line) Underground Station,51.519802,-0.167719,tube_station
Edgware Road (Circle Line) Underground Station,51.519802,-0.167705,tube_station
Euston Square Underground Station,51.525604,-0.135829,tube_station
Euston Square Underground Station,51.525631,-0.135309,tube_station
Euston Square Underground Station,51.525614,-0.135367,tube_station
Euston Underground Station,51.527999,-0.133785,tube_station
Euston Underground Station,51.528055,-0.132182,tube_station
Euston Underground Station,51.527824,-0.131846,tube_station
Euston Underground Station,51.528344,-0.1323,tube_station
Euston Underground Station,51.528239,-0.134193,tube_station
Euston Underground Station,51.528186,-0.134239,tube_station
Euston Underground Station,51.528089,-0.132066,tube_station
Fulham Broadway Underground Station,51.480081,-0.195422,tube_station
Fulham Broadway Underground Station,51.480444,-0.195062,tube_station
Fulham Broadway Underground Station,51.480416,-0.19502,tube_station
Farringdon Underground Station,51.520252,-0.104913,tube_station
Farringdon Underground Station,51.520433,-0.104992,tube_station
Farringdon Underground Station,51.52037,-0.104937,tube_station
Farringdon Underground Station,51.520344,-0.105558,tube_station
Farringdon Underground Station,51.520343,-0.105543,tube_station
Fairlop Underground Station,51.595618,0.091004,tube_station
Fairlop Underground Station,51.596019,0.091224,tube_station
Fairlop Underground Station,51.595957,0.091207,tube_station
Finsbury Park Underground Station,51.564158,-0.106825,tube_station
Finsbury Park Underground Station,51.564388,-0.106036,tube_station
Finsbury Park Underground Station,51.564356,-0.105749,tube_station
Finsbury Park Underground Station,51.564424,-0.106035,tube_station
Finsbury Park Underground Station,51.564428,-0.105746,tube_station
Finchley Central Underground Station,51.600921,-0.192527,tube_station
Finchley Central Underground Station,51.600988,-0.19277,tube_station
Finchley Central Underground Station,51.600941,-0.19267,tube_station
Finchley Road Underground Station,51.546825,-0.179845,tube_station
Finchley Road Underground Station,51.547173,-0.180264,tube_station
Finchley Road Underground Station,51.547182,-0.180278,tube_station
Finchley Road Underground Station,51.547173,-0.180249,tube_station
Finchley Road Underground Station,51.547172,-0.180235,tube_station
Gunnersbury Underground Station,51.491803,-0.275267,tube_station
Gunnersbury Underground Station,51.491555,-0.275521,tube_station
Gunnersbury Station,51.491481,-0.275395,tube_station
Goodge Street Underground Station,51.520599,-0.134361,tube_station
Goodge Street Underground Station,51.520672,-0.134488,tube_station
Goodge Street Station,51.520679,-0.134358,tube_station
Greenford Underground Station,51.542424,-0.34605,tube_station
Greenford Underground Station,51.542466,-0.345212,tube_station
Greenford Underground Station,51.54235,-0.345274,tube_station
Grange Hill Underground Station,51.613378,0.092066,tube_station
Grange Hill Underground Station,51.61323,0.09229,tube_station
Grange Hill Underground Station,51.61323,0.092304,tube_station
Golders Green Underground Station,51.572259,-0.194039,tube_station
Golders Green Underground Station,51.572439,-0.194075,tube_station
Golders Green Underground Station,51.572438,-0.194003,tube_station
Goldhawk Road Underground Station,51.502005,-0.226715,tube_station
Goldhawk Road Underground Station,51.501772,-0.226767,tube_station
Goldhawk Road Underground Station,51.501763,-0.226753,tube_station
Green Park Underground Station,51.506947,-0.142787,tube_station
Green Park Underground Station,51.506543,-0.142256,tube_station
Green Park Underground Station,51.506183,-0.141694,tube_station
Green Park Underground Station,51.506163,-0.14158,tube_station
Green Park Underground Station,51.507122,-0.14193,tube_station
Green Park Underground Station,51.506507,-0.142257,tube_station
Green Park Station,51.507115,-0.142045,tube_station
Great Portland Street Underground Station,51.52384,-0.144262,tube_station
Great Portland Street Underground Station,51.523845,-0.144002,tube_station
Great Portland Street Underground Station,51.523836,-0.144017,tube_station
Gants Hill Underground Station,51.576544,0.066185,tube_station
Gants Hill Underground Station,51.576565,0.065017,tube_station
Gants Hill Station,51.576438,0.065054,tube_station
Gloucester Road Underground Station,51.494316,-0.182658,tube_station
Gloucester Road Underground Station,51.494325,-0.183205,tube_station
Gloucester Road Underground Station,51.494305,-0.183105,tube_station
Gloucester Road Underground Station,51.494286,-0.183005,tube_station
Gloucester Road Underground Station,51.494262,-0.183207,tube_station
Gloucester Road Underground Station,51.494233,-0.183079,tube_station
Highbury & Islington Underground Station,51.54635,-0.103324,tube_station
Highbury & Islington Underground Station,51.545557,-0.104337,tube_station
Highbury & Islington Underground Station,51.545584,-0.104322,tube_station
Harrow & Wealdstone Underground Station,51.592268,-0.335217,tube_station
Harrow & Wealdstone Underground Station,51.592333,-0.335403,tube_station
Harrow & Wealdstone Underground Station,51.592115,-0.334573,tube_station
Holborn Underground Station,51.51758,-0.120475,tube_station
Holborn Underground Station,51.517708,-0.119504,tube_station
Holborn Underground Station,51.517706,-0.11936,tube_station
Holborn Underground Station,51.517594,-0.120244,tube_station
Holborn Underground Station,51.517513,-0.120204,tube_station
High Barnet Underground Station,51.650541,-0.194298,tube_station
High Barnet Underground Station,51.65061,-0.19415,tube_station
Hornchurch Underground Station,51.554093,0.219116,tube_station
Hornchurch Underground Station,51.554064,0.218249,tube_station
Hornchurch Underground Station,51.554098,0.218366,tube_station
Hendon Central Underground Station,51.583301,-0.226424,tube_station
Hendon Central Underground Station,51.583256,-0.226455,tube_station
Hendon Central Station,51.583272,-0.22631,tube_station
Hillingdon Underground Station,51.553715,-0.449828,tube_station
Hillingdon Underground Station,51.553587,-0.450409,tube_station
Hillingdon Underground Station,51.553596,-0.45038,tube_station
Hanger Lane Underground Station,51.530177,-0.292704,tube_station
Hanger Lane Underground Station,51.530331,-0.293405,tube_station
Hanger Lane Station,51.530242,-0.293437,tube_station
Highgate Underground Station,51.577532,-0.145857,tube_station
Highgate Underground Station,51.577756,-0.145805,tube_station
Highgate,51.577713,-0.145922,tube_station
Hainault Underground Station,51.603659,0.093482,tube_station
Hainault Underground Station,51.603572,0.093304,tube_station
Hainault Underground Station,51.603732,0.093384,tube_station
Hatton Cross Underground Station,51.466747,-0.423191,tube_station
Hatton Cross Underground Station,51.466393,-0.423607,tube_station
Hatton Cross Station,51.466393,-0.423607,tube_station
Harrow-on-the-Hill Underground Station,51.579195,-0.337225,tube_station
Harrow-on-the-Hill Underground Station,51.579086,-0.336565,tube_station
Harrow-on-the-Hill Underground Station,51.579067,-0.336479,tube_station
Hyde Park Corner Underground Station,51.503035,-0.152441,tube_station
Hyde Park Corner Underground Station,51.502785,-0.153129,tube_station
Hyde Park Corner,51.502866,-0.153759,tube_station
Holland Park Underground Station,51.507143,-0.205679,tube_station
Holland Park Underground Station,51.507145,-0.205751,tube_station
Holland Park Underground Station,51.50718,-0.205749,tube_station
Heathrow Terminal 4 Underground Station,51.458524,-0.445771,tube_station
Heathrow Terminal 4 Underground Station,51.458363,-0.445863,tube_station
Heathrow Terminal 5 Underground Station,51.470052,-0.49056,tube_station
Heathrow Terminal 5 Underground Station,51.470006,-0.49049,tube_station
Heathrow Terminals 2 & 3 Underground Station,51.471235,-0.452265,tube_station
Heathrow Terminals 2 & 3 Underground Station,51.471325,-0.452334,tube_station
Heathrow Terminals 1-2-3 Underground Station,51.471352,-0.45229,tube_station
Hammersmith (H&C Line) Underground Station,51.493535,-0.225013,tube_station
Hammersmith (H&C Line) Underground Station,51.493843,-0.22513,tube_station
Hammersmith (Dist&Picc Line) Underground Station,51.4923,-0.22362,tube_station
Hammersmith (Dist&Picc Line) Underground Station,51.492496,-0.224073,tube_station
Hammersmith (Dist&Picc Line) Underground Station,51.49245,-0.224018,tube_station
Hammersmith (Dist&Picc Line) Underground Station,51.492423,-0.223975,tube_station
Hammersmith (Dist&Picc Line) Underground Station,51.492386,-0.223934,tube_station
High Street Kensington Underground Station,51.501055,-0.192792,tube_station
High Street Kensington Underground Station,51.500435,-0.192197,tube_station
High Street Kensington Underground Station,51.500362,-0.192142,tube_station
Harlesden Underground Station,51.53631,-0.257883,tube_station
Harlesden Underground Station,51.536343,-0.257694,tube_station
Harlesden Underground Station,51.536297,-0.257581,tube_station
Hampstead Underground Station,51.556632,-0.178487,tube_station
Hampstead Underground Station,51.556443,-0.178466,tube_station
Hampstead Underground Station,51.556239,-0.177464,tube_station
Hounslow Central Underground Station,51.471295,-0.366578,tube_station
Hounslow Central Underground Station,51.471335,-0.366203,tube_station
Hounslow Central Station,51.471281,-0.366205,tube_station
Hounslow East Underground Station,51.473213,-0.356474,tube_station
Hounslow East Underground Station,51.473541,-0.356145,tube_station
Hounslow East Underground Station,51.473603,-0.356057,tube_station
Hounslow West Underground Station,51.473469,-0.386544,tube_station
Hounslow West Underground Station,51.473422,-0.385754,tube_station
Hounslow West Station,51.473576,-0.385806,tube_station
Holloway Road Underground Station,51.552697,-0.113244,tube_station
Holloway Road Underground Station,51.552905,-0.11335,tube_station
Holloway Road Station,51.552739,-0.113069,tube_station
Ickenham Underground Station,51.561992,-0.442001,tube_station
Ickenham Underground Station,51.56177,-0.442225,tube_station
Ickenham Underground Station,51.561716,-0.442256,tube_station
Kilburn Underground Station,51.546803,-0.204105,tube_station
Kilburn Underground Station,51.546989,-0.204487,tube_station
Kilburn Underground Station,51.547183,-0.204248,tube_station
Kingsbury Underground Station,51.584845,-0.27879,tube_station
Kingsbury Underground Station,51.584496,-0.278342,tube_station
Kingsbury Underground Station,51.584613,-0.278323,tube_station
Kenton Underground Station,51.581756,-0.31691,tube_station
Kenton Underground Station,51.581564,-0.316715,tube_station
Kenton Underground Station,51.582209,-0.317168,tube_station
Knightsbridge Underground Station,51.501669,-0.160508,tube_station
Knightsbridge Underground Station,51.501463,-0.161179,tube_station
Knightsbridge Underground Station,51.5015,-0.161235,tube_station
Kennington Underground Station,51.488337,-0.105963,tube_station
Kennington Underground Station,51.488449,-0.105699,tube_station
Kennington Underground Station,51.488396,-0.105759,tube_station
Kensington (Olympia) Underground Station,51.497624,-0.210015,tube_station
Kensington (Olympia) Underground Station,51.498049,-0.210171,tube_station
Kilburn Park Underground Station,51.534979,-0.194232,tube_station
Kilburn Park Underground Station,51.535145,-0.193937,tube_station
Kilburn Park Station,51.535133,-0.194283,tube_station
Kentish Town Underground Station,51.550312,-0.140733,tube_station
Kentish Town Underground Station,51.550356,-0.140702,tube_station
Kentish Town Underground Station,51.550294,-0.140719,tube_station
Kensal Green Underground Station,51.530539,-0.225016,tube_station
Kensal Green Underground Station,51.530521,-0.224987,tube_station
Kensal Green Underground Station,51.530519,-0.224887,tube_station
King's Cross St. Pancras Underground Station,51.530663,-0.123194,tube_station
King's Cross St. Pancras Underground Station,51.530433,-0.12231,tube_station
King's Cross St. Pancras Underground Station,51.530467,-0.122208,tube_station
King's Cross St. Pancras Underground Station,51.529911,-0.123961,tube_station
King's Cross St. Pancras Underground Station,51.530832,-0.121991,tube_station
King's Cross St. Pancras Underground Station,51.53084,-0.121875,tube_station
King's Cross St. Pancras Underground Station,51.531289,-0.12301,tube_station
King's Cross St. Pancras Underground Station,51.531361,-0.123007,tube_station
King's Cross St. Pancras Underground Station,51.529874,-0.123919,tube_station
Kew Gardens Underground Station,51.477058,-0.285241,tube_station
Kew Gardens Underground Station,51.47694,-0.285159,tube_station
Kew Gardens Underground Station,51.477003,-0.285143,tube_station
Ladbroke Grove Underground Station,51.517449,-0.210391,tube_station
Ladbroke Grove Underground Station,51.517356,-0.210783,tube_station
Ladbroke Grove Underground Station,51.517381,-0.210667,tube_station
Lambeth North Underground Station,51.498808,-0.112315,tube_station
Lambeth North Underground Station,51.498519,-0.111174,tube_station
Lambeth North,51.498483,-0.111175,tube_station
Loughton Underground Station,51.641443,0.055476,tube_station
Loughton Underground Station,51.640874,0.056129,tube_station
Loughton Underground Station,51.640848,0.05607,tube_station
Lancaster Gate Underground Station,51.511723,-0.175494,tube_station
Lancaster Gate Underground Station,51.511773,-0.174685,tube_station
Lancaster Gate Station,51.511856,-0.17484,tube_station
London Bridge Underground Station,51.505721,-0.088873,tube_station
London Bridge Underground Station,51.505716,-0.088599,tube_station
London Bridge Underground Station,51.505839,-0.087844,tube_station
London Bridge Station,51.505021,-0.08955,tube_station
London Bridge Station,51.505551,-0.088908,tube_station
Latimer Road Underground Station,51.513389,-0.217799,tube_station
Latimer Road Underground Station,51.513524,-0.217779,tube_station
Latimer Road Underground Station,51.513471,-0.217853,tube_station
Leicester Square Underground Station,51.511386,-0.128426,tube_station
Leicester Square Underground Station,51.511973,-0.128618,tube_station
Leicester Square Underground Station,51.51191,-0.128577,tube_station
Leicester Square Underground Station,51.511598,-0.127667,tube_station
Leicester Square Underground Station,51.511624,-0.127609,tube_station
Liverpool Street Underground Station,51.517372,-0.083182,tube_station
Liverpool Street Underground Station,51.51811,-0.082127,tube_station
Liverpool Street Underground Station,51.518058,-0.082201,tube_station
Liverpool Street Underground Station,51.517269,-0.082364,tube_station
Liverpool Street Underground Station,51.517259,-0.082278,tube_station
Leyton Underground Station,51.556589,-0.005523,tube_station
Leyton Underground Station,51.556923,-0.005047,tube_station
Leyton Underground Station,51.556984,-0.004958,tube_station
Leytonstone Underground Station,51.568324,0.008194,tube_station
Leytonstone Underground Station,51.568342,0.008209,tube_station
Leytonstone Underground Station,51.568295,0.008351,tube_station
Marble Arch Underground Station,51.513424,-0.158953,tube_station
Marble Arch Underground Station,51.513592,-0.157606,tube_station
Marble Arch,51.513382,-0.157946,tube_station
Morden Underground Station,51.402142,-0.194839,tube_station
Morden Underground Station,51.40234,-0.194832,tube_station
Morden Underground Station,51.402421,-0.194828,tube_station
Mile End Underground Station,51.525122,-0.03364,tube_station
Mile End Underground Station,51.525328,-0.033559,tube_station
Mile End Underground Station,51.525362,-0.033457,tube_station
Mile End Underground Station,51.525387,-0.033369,tube_station
Mile End Underground Station,51.525404,-0.033268,tube_station
Moorgate Underground Station,51.518176,-0.088322,tube_station
Moorgate Underground Station,51.518463,-0.089406,tube_station
Moorgate Underground Station,51.518492,-0.089505,tube_station
Moorgate Underground Station,51.518869,-0.087818,tube_station
Moorgate Underground Station,51.518931,-0.087786,tube_station
Mill Hill East Underground Station,51.608229,-0.209986,tube_station
Mill Hill East Underground Station,51.608191,-0.209843,tube_station
Monument Underground Station,51.5107,-0.085969,tube_station
Monument Underground Station,51.510749,-0.086169,tube_station
Monument Underground Station,51.51072,-0.086069,tube_station
Moor Park Underground Station,51.629845,-0.432454,tube_station
Moor Park Underground Station,51.629713,-0.432025,tube_station
Moor Park Underground Station,51.629658,-0.431983,tube_station
Moor Park Underground Station,51.629786,-0.43208,tube_station
Manor House Underground Station,51.570738,-0.096118,tube_station
Manor House Underground Station,51.570284,-0.09644,tube_station
Manor House,51.570349,-0.096553,tube_station
Mansion House Underground Station,51.512117,-0.094009,tube_station
Mansion House Underground Station,51.511707,-0.094776,tube_station
Mansion House Underground Station,51.511702,-0.09505,tube_station
Mansion House Underground Station,51.511695,-0.095165,tube_station
Mornington Crescent Underground Station,51.534679,-0.138789,tube_station
Mornington Crescent Underground Station,51.534388,-0.138585,tube_station
Mornington Crescent,51.534393,-0.138339,tube_station
Maida Vale Underground Station,51.529777,-0.185758,tube_station
Maida Vale Underground Station,51.529567,-0.185551,tube_station
Maida Vale Station,51.529628,-0.185447,tube_station
Marylebone Underground Station,51.522322,-0.163207,tube_station
Marylebone Underground Station,51.522119,-0.163475,tube_station
Marylebone Underground Station,51.522144,-0.163359,tube_station
North Acton Underground Station,51.523524,-0.259755,tube_station
North Acton Underground Station,51.523569,-0.259739,tube_station
North Acton Underground Station,51.523549,-0.259653,tube_station
Newbury Park Underground Station,51.575726,0.090004,tube_station
Newbury Park Underground Station,51.57551,0.090052,tube_station
Newbury Park Underground Station,51.575582,0.090055,tube_station
Neasden Underground Station,51.553986,-0.249837,tube_station
Neasden Underground Station,51.554245,-0.250317,tube_station
Neasden Station,51.554273,-0.250359,tube_station
North Ealing Underground Station,51.517505,-0.288868,tube_station
North Ealing Underground Station,51.517822,-0.288395,tube_station
North Ealing Underground Station,51.517787,-0.288454,tube_station
Northfields Underground Station,51.499319,-0.314719,tube_station
Northfields Underground Station,51.499643,-0.313468,tube_station
Northfields Underground Station,51.499668,-0.313381,tube_station
North Greenwich Underground Station,51.50047,0.004287,tube_station
North Greenwich Underground Station,51.500382,0.005191,tube_station
North Greenwich Underground Station,51.500425,0.005308,tube_station
North Harrow Underground Station,51.584872,-0.362408,tube_station
North Harrow Underground Station,51.585094,-0.362833,tube_station
North Harrow Underground Station,51.585066,-0.362776,tube_station
Notting Hill Gate Underground Station,51.509128,-0.196104,tube_station
Notting Hill Gate Underground Station,51.508921,-0.197309,tube_station
Notting Hill Gate Underground Station,51.508988,-0.196974,tube_station
Notting Hill Gate Underground Station,51.508749,-0.196033,tube_station
Notting Hill Gate Underground Station,51.508677,-0.196007,tube_station
Northolt Underground Station,51.548236,-0.368699,tube_station
Northolt Underground Station,51.548457,-0.369124,tube_station
Northolt Station,51.548333,-0.36923,tube_station
Northwick Park Underground Station,51.578481,-0.318056,tube_station
Northwick Park Underground Station,51.578393,-0.317569,tube_station
